"ชื่อรายการ","2560"
"01 สัตว์มีชีวิต","210,942,869"
"02 เนื้อสัตว์และส่วนอื่นของสัตว์ที่บริโภคได้","732,425,811"
"03 ปลา สัตว์น้ำจำพวกปู กุ้ง หอย และสัตว์น้ำที่ไม่มีกระดูกสันหลัง","7,485,044,258"
"04 ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ","1,680,017,347"
"05 ผลิตภัณฑ์จากสัตว์ที่ไม่ได้ระบุหรือรวมไว้ในที่อื่น","283,662,641"
"06 ต้นไม้ และพืชอื่น ๆ ที่มีชีวิต","94,740,746"
"07 พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้","3,172,982,922"
"08 ผลไม้และลูกนัตที่บริโภคได้","4,126,722,600"
"09 กาแฟ ชา ชามาเต้ และเครื่องเทศ","687,340,582"
"10 ธัญพืช","2,720,193,160"
"11 ผลิตภัณฑ์ของอุตสาหกรรมโม่สีเมล็ดธัญพืช แป้งต่างๆ สตาร์ช","764,209,947"
"12 เมล็ดพืชธัญพืชและผลไม้ ที่มีน้ำมัน","2,794,954,621"
"13 ครั่ง รวมทั้งกัม เรซิน น้ำเลี้ยง (แซป) และสิ่งสกัดอื่น ๆ จากพืช","270,372,862"
"14 วัตถุจากพืชที่ใช้ถักสาน","141,302,795"
"15 ไข,ไขมันและน้ำมันที่ได้จากสัตว์และพืช และผลิตภัณฑ์","884,596,622"
"16 ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง","567,380,850"
"17 น้ำตาลและขนมทำจากน้ำตาล","435,774,981"
"18 โกโก้และของปรุงแต่งที่ทำจากโกโก้","430,680,392"
"19 ของปรุงแต่งจากธัญพืช แป้ง สตาร์ช หรือนม","1,469,749,083"
"20 ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช","794,845,492"
"21 ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้","2,067,953,216"
"22 เครื่องดื่มสุรา น้ำส้มสายชู","713,725,329"
"23 อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร)","7,481,921,661"
"24 ยาสูบและผลิตภัณฑ์ที่ใช้แทนยาสูบ","353,321,736"
"25 ผลิตภัณฑ์แร่","788,069,308"
"26 สินแร่ ตะกรันและเถ้า","609,067,252"
"27 เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์","72,307,659,771"
"28 เคมีภัณฑ์อนินทรีย์","4,589,301,365"
"29 เคมีภัณฑ์อินทรีย์","11,722,333,940"
"30 ผลิตภัณฑ์ทางเภสัชสัชกรรม","5,892,176,236"
"31 ปุ๋ย","3,685,906,337"
"32 สิ่งสกัดที่ใช้ฟอกหนังหรือย้อมสี","3,867,186,912"
"33 เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย","3,889,371,195"
"34 สบู่ สิ่งปรุงแต่งที่ใช้ซักล้าง ไขเทียม เทียนไข","1,943,826,803"
"35 สารแอลบูมินอยด์ โมดิไฟด์ สตาร์ช กาว เอนไซม์","857,143,773"
"36 วัตถุระเบิด ผลิตภัณฑ์จำพวกดอกไม้เพลิง ไม้ขีดไฟ","137,144,553"
"37 ของที่ใช้ในการถ่ายรูปหรือถ่ายภาพยนตร์","380,953,964"
"38 เคมีภัณฑ์เบ็ดเตล็ด","10,107,461,450"
"39 พลาสติกและของที่ทำด้วยพลาสติก","22,570,153,820"
"40 ยางและของทำด้วยยาง","6,313,168,602"
"41 หนังดิบ(นอกจากเฟอร์) และหนังฟอก","2,143,627,405"
"42 เครื่องหนัง","1,915,748,984"
"43 หนังเทียม เฟอร์เทียม และผลิตภัณฑ์ของดังกล่าว","91,978,806"
"44 ไม้และของทำด้วยไม้ ถ่านไม้","1,548,008,533"
"45 ไม้ก๊อก และของทำด้วยไม้ก๊อก","4,722,465"
"46 ผลิตภัณฑ์ทำด้วยฟาง เครื่องจักสานและเครื่องสาน","8,017,098"
"47 เยื่อไม้","2,016,990,206"
"48 กระดาษและกระดาษแข็ง ของทำด้วยสิ่งดังกล่าว","4,236,282,932"
"49 หนังสือที่พิมพ์เป็นเล่ม หนังสือพิมพ์ รูปภาพ และผลิตภัณฑ์อื่นๆ ของอุตสาหกรรมการพิมพ์ ต้นฉบับเขียนหรือดีดพิมพ์ และแปลน","695,919,629"
"50 ไหม","30,463,822"
"51 ขนแกะ ขนละเอียดหรือขนหยาบของสัตว์ ด้ายขนม้าและผ้าทอ","173,214,896"
"52 ฝ้าย","2,285,178,714"
"53 เส้นใยสิ่งทอจากพืชอื่นๆ ด้ายกระดาษ และผ้าทอจากด้ายกระดาษ","54,000,114"
"54 ใยยาวประดิษฐ์ แถบและวัตถุทอประดิษฐ์ที่คล้ายกัน","1,967,376,792"
"55 เส้นใยสั้นประดิษฐ์","1,018,888,665"
"56 แวดดิ้ง สักหลาดและผ้าไม่ทอ","737,381,088"
"57 พรมและสิ่งทอปูพื้นอื่นๆ","141,126,690"
"58 ผ้าทอชนิดพิเศษ ผ้าปัก","486,373,051"
"59 ผ้าสิ่งทอที่อาบซึม เคลือบ หุ้มหรืออัดเป็นชั้น","1,456,486,022"
"60 ผ้าถักแบบนิตหรือแบบโครเชต์","1,116,119,251"
"61 เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์","1,306,454,226"
"62 เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์","1,675,938,765"
"63 ของทำด้วยสิ่งทอที่จัดทำแล้วอื่นๆ","639,398,923"
"64 รองเท้า","1,147,011,982"
"65 เครื่องสวมศรีษะและส่วนประกอบ","105,781,599"
"66 ร่ม ไม้เท้า แส้(วิป)","31,939,866"
"67 ขนแข็งและขนอ่อนของสัตว์ปีกที่จัดเตรียมแล้ว ดอกไม้เทียม","57,713,696"
"68 ของทำด้วยหิน ปลาสเตอร์ ซีเมนต์ แอสแบสทอส ไมกา หรือวัตถุที่คล้ายกัน","706,744,936"
"69 ผลิตภัณฑ์เซรามิก","2,145,687,692"
"70 แก้วและเครื่องแก้ว","2,528,827,326"
"71 อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า","52,795,161,432"
"72 เหล็กและเหล็กกล้า","25,508,667,805"
"73 ของทำด้วยเหล็กหรือเหล็กกล้า","18,947,113,073"
"74 ทองแดงและชองทำด้วยทองแดง","10,312,472,167"
"75 นิกเกิลและของทำด้วยนิกเกิล","211,924,268"
"76 อะลูมิเนียมและของทำด้วยอะลูมิเนียม","8,884,495,777"
"78 ตะกั่วและของทำด้วยตะกั่ว","894,093,909"
"79 สังกะสีและของทำด้วยสังกะสี","819,622,784"
"80 ดีบุกและของทำด้วยดีบุก","650,335,226"
"81 โลหะสามัญชนิดอื่น เซอร์เมต และของทำด้วยของดังกล่าว","249,658,283"
"82 เครื่องมือ เครื่องใช้ ของใช้ชนิดมีคม ช้อนและส้อม ทำด้วยโลหะสามัญ","2,677,450,187"
"83 ของเบ็ดเตล็ดทำด้วยโลหะสามัญ","1,748,817,386"
"84 เครื่องจักร เครื่องใช้กล และส่วนประกอบ","68,790,444,388"
"85 เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ","122,947,710,327"
"86 หัวรถจักรของรถไฟหรือรถราง รถที่เดินบนรางและส่วนประกอบ","687,582,061"
"87 ยานยนต์และส่วนประกอบ","22,485,267,044"
"88 อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว","2,454,917,203"
"89 เรือและสิ่งก่อสร้างลอยน้ำ","1,508,036,303"
"90 เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ","14,000,523,000"
"91 นาฬิกาชนิดคล็อกและชนิดวอตซ์ และส่วนประกอบ","1,542,636,207"
"92 เครื่องดนตรี รวมทั้งส่วนและอุปกรณ์ประกอบ","79,247,394"
"93 อาวุธและกระสุน รวมทั้งส่วนประกอบและอุปกรณ์ประกอบของของดังกล่าว","920,258,688"
"94 เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ","2,454,614,869"
"95 ของเล่น ของเล่นเกม และของใช้ที่จำเป็นในการเล่นกีฬา","811,353,327"
"96 ผลิตภัณฑ์เบ็ดเตล็ด","1,122,516,061"
"97 ศิลปกรรม ของที่นักสะสมรวบรวม และโบราณวัตถุ","11,180,948"
